user_id,datei,dev,years,item_id
76561197981813098,,,,12450.0
76561198051973268,,,,32730.0
76561198075694628,,,,32720.0
Jetuba,,,,26900.0
76561198104080090,,,,7830.0
76561197966480455,,,,31300.0
76561198068078544,,,,1250.0
gowuigilol1,,,,7860.0
76561198029858376,,,,12790.0
thilly,,,,33110.0
martinrocks,,,,33120.0
14747,,,,33130.0
76561198068886327,,,,33100.0
Natthanchanhom,,,,23300.0
76561198013932494,,,,32900.0
76561198044649675,,,,8170.0
76561198133752065,,,,16720.0
76561198015457391,,,,3590.0
76561198026120986,,,,12630.0
juanxoywea,,,,29150.0
76561198071626375,,,,29900.0
MandarinPancake,,,,29140.0
76561198082134799,,,,18700.0
76561198056809216,,,,3710.0
76561198062678482,,,,27200.0
76561198052154492,,,,25850.0
76561198075438550,,,,20540.0
76561198063421432,,,,21640.0
76561198074284787,,,,26800.0
76561198065335555,,,,26500.0
76561198066662465,,,,32000.0
76561198084408440,,,,3530.0
animobeda,,,,26300.0
maniacminer,,,,27000.0
76561198063577730,,,,31500.0
76561198053521602,,,,27600.0
76561198061612485,,,,29130.0
76561198049656290,,,,29800.0
76561198083631366,,,,17550.0
2pacisaliveincuba,,,,17580.0
76561198033448824,,,,25600.0
qwertyfapper,,,,22500.0
76561198078668022,,,,11590.0
eroth,,,,12420.0
76561198047765065,,,,13580.0
76561198094663041,,,,11560.0
MantisTobogganThe2nd,,,,21780.0
76561198023519729,,,,23420.0
76561198066889774,,,,3580.0
manuelpr039,,,,15620.0
5901,,,,10500.0
damdylionisking,,,,27400.0
Man-for-the-win1,,,,23500.0
76561198043094077,,,,12430.0
76561198069813208,,,,21800.0
MarcusRD,,,,23310.0
Wanderfully,,,,23450.0
76561198079559702,,,,22130.0
pt_ultra,,,,22120.0
mapachenegro,,,,16620.0
76561198062311807,,,,3570.0
76561198070718946,,,,25800.0
maplesyrupguy,,,,22300.0
76561198311207309,,,,12390.0
mappy319df,,,,16020.0
76561198040683530,,,,201010.0
76561198086279622,,,,20700.0
MarvinxO,,,,22100.0
76561198049232668,,,,19000.0
76561198037426263,,,,18020.0
76561198043712583,,,,20710.0
76561198064023655,,,,21500.0
76561198091479250,,,,16030.0
76561198090481284,,,,500.0
76561198064461751,,,,10090.0
Marcelox1337,,,,3560.0
76561198043614335,,,,17180.0
76561198095450609,,,,8140.0
76561198058752236,,,,13530.0
76561198082325305,,,,13500.0
marcotc_,,,,13600.0
76561198050462234,,,,18420.0
76561198084417383,,,,19980.0
Marcosvfv,,,,18430.0
texugosangrento,,,,18440.0
marcusibl,,,,24420.0
76561198053588772,,,,17430.0
76561198059516028,,,,11280.0
76561198074847433,,,,8340.0
Maretocks,,,,16040.0
76561198080562639,,,,17460.0
nicolettetsanoudakis,,,,17440.0
76561198070840754,,,,17390.0
marhan,,,,256570.0
marianoborges,,,,256534.0
Too4KingGood,,,,256533.0
76561198097313353,,,,256520.0
76561198074078173,,,,256523.0
76561198029771387,,,,23400.0
mario6345,,,,17700.0
76561198034340447,,,,17510.0
Markrisify,,,,21400.0
JackPipsam,,,,17530.0
ThecottoTG,,,,8330.0
76561198037263129,,,,17500.0
CmonGiveMeATripleKill,,,,17520.0
sionisindustries,,,,18400.0
marcus_rules,,,,11250.0
76561198037477574,,,,8650.0
76561198072273253,,,,16710.0
MarkiPoli,,,,12340.0
76561198026845589,,,,12320.0
markoko1989,,,,17100.0
76561198059070449,,,,13620.0
damarko,,,,15300.0
Marksinator,,,,13630.0
76561198080998756,,,,15800.0
76561198029583677,,,,15500.0
SHaBanGAbaNG,,,,4470.0
76561198122123166,,,,15310.0
76561198087293020,,,,16000.0
marmotas,,,,17740.0
76561198060687165,,,,11020.0
76561197972875443,,,,15100.0
76561198044605552,,,,15120.0
KillerDoritoZ,,,,7200.0
76561198044286367,,,,11900.0
marshmallowrin,,,,11920.0
76561198069965060,,,,400.0
Eriach,,,,16130.0
76561198096228281,,,,16100.0
76561198064935359,,,,16120.0
76561198057513114,,,,16300.0
IfIcanItry,,,,15270.0
420Club,,,,16110.0
76561198094136811,,,,15000.0
MarsOz,,,,15170.0
76561198045538682,,,,15190.0
76561198083492253,,,,15130.0
marthicus,,,,8280.0
76561198182154914,,,,8300.0
MartinMayonnaise,,,,8270.0
76561198071104985,,,,8260.0
martythepanda,,,,901663.0
76561198014200832,,,,8290.0
umarmujahid,,,,18000.0
MarucTp,,,,11230.0
76561198073810735,,,,16500.0
Noorman,,,,16600.0
VanClash,,,,12900.0
MARZOLERT,,,,12330.0
76561198010938668,,,,11200.0
viniff3,,,,9460.0
76561198061919201,,,,10460.0
masonary,,,,9450.0
76561198083851289,,,,3260.0
Masquerade666,,,,8600.0
76561197971184192,,,,3483.0
76561198064704782,,,,6420.0
76561198064910840,,,,4530.0
76561198059576557,,,,2720.0
76561198065232855,,,,4520.0
76561198069232616,,,,8800.0
76561198006582762,,,,4560.0
MF6,,,,9500.0
76561198062454216,,,,9050.0
76561198055590846,,,,2200.0
ericasdfg,,,,2320.0
76561198055339254,,,,9070.0
HaloGummi,,,,2340.0
TBMC,,,,2330.0
76561198051015709,,,,9180.0
Hayden4127,,,,2370.0
Master25Oficial,,,,2350.0
76561198084971932,,,,2360.0
bobibonk,,,,440.0
random_dude_117,,,,420.0
76561198091145581,,,,3500.0
76561198028388756,,,,3270.0
Mastermind1998,,,,901660.0
76561198070159329,,,,2590.0
76561198047217892,,,,7260.0
76561198058997326,,,,3020.0
mastertdogtdog,,,,4780.0
76561198057479361,,,,7940.0
Captain_Honey,,,,3510.0
76561198055814288,,,,8080.0
76561198065538060,,,,9060.0
reallycoolman,,,,2390.0
mat212,,,,8220.0
76561198088031338,,,,8240.0
76561198007909529,,,,8230.0
76561198081522348,,,,8250.0
76561198045066239,,,,8400.0
match90,,,,4290.0
76561198028914041,,,,6840.0
76561198079899934,,,,6880.0
76561198074993638,,,,6900.0
76561198030343769,,,,3490.0
76561198087809390,,,,6850.0
76561198134739843,,,,6870.0
76561198081948874,,,,6800.0
091263,,,,6810.0
76561198086310021,,,,6830.0
76561198044138438,,,,6860.0
76561198079088109,,,,2600.0
TREEPAlN,,,,4500.0
76561198071083918,,,,6400.0
mathelus,,,,6980.0
MatheuSnow,,,,6910.0
76561198076520641,,,,6920.0
76561198090363136,,,,7020.0
clawbot44,,,,7010.0
76561198051237921,,,,7110.0
xmatiias,,,,6600.0
76561198097994087,,,,3480.0
76561198088166694,,,,4420.0
matocake,,,,6250.0
76561198046800609,,,,7210.0
76561198059298985,,,,7220.0
Silpenis,,,,4100.0
Sathereal,,,,2620.0
76561198044675502,,,,3830.0
MattSwagLord,,,,2610.0
Mattyzboi,,,,2630.0
76561198045692704,,,,2640.0
76561198065145032,,,,1690.0
76561198072851994,,,,3910.0
Matt13771,,,,3960.0
76561198037999946,,,,3900.0
Matt4Prez2K16,,,,2900.0
76561198034985315,,,,2920.0
MattaPuttasPT,,,,2910.0
76561198070771562,,,,3820.0
76561197963638240,,,,201000.0
76561198049382758,,,,4300.0
MattCat,,,,4700.0
76561197990860005,,,,4800.0
76561198008760866,,,,774931.0
76561198083444374,,,,574090.0
76561198057585580,,,,375340.0
mattster8903,,,,692790.0
76561198079657297,,,,736410.0
76561198034513921,,,,602300.0
76561198024262242,,,,386470.0
matto0010,,,,767170.0
MattrAus,,,,768840.0
Matttopia,,,,768850.0
76561198090563933,,,,768851.0
76561197977069916,,,,768852.0
daiki_aominecchii,,,,768853.0
76561198076593808,,,,768854.0
76561198081923067,,,,768855.0
mattthematt,,,,768856.0
76561198070153094,,,,603320.0
76561198027720165,,,,406890.0
76561198105225770,,,,581910.0
76561197993648287,,,,769680.0
sniperdruss,,,,769550.0
76561198085470909,,,,765240.0
76561198063638486,,,,602420.0
MinerKnight,,,,656710.0
maverick1126,,,,390710.0
Cupcakeking,,,,467340.0
michaeltanwijaya,,,,458490.0
teamsorras,,,,764070.0
76561198070365167,,,,565020.0
mastrix8,,,,769690.0
76561198046806808,,,,768820.0
76561198064872377,,,,671090.0
76561198071181698,,,,765610.0
76561198053072568,,,,494090.0
554076033,,,,553940.0
76561198073119374,,,,517100.0
maxHooty,,,,675170.0
76561198063549687,,,,731120.0
fuckingdinasaww,,,,765200.0
maxiM2331,,,,575301.0
76561198064844655,,,,776950.0
maximumblock,,,,767330.0
_maximus,,,,494430.0
Lucious_Maximus_Madness,,,,454000.0
maximboy,,,,767500.0
maxious,,,,761880.0
76561198094319496,,,,765390.0
MaxM_,,,,701410.0
76561198082665046,,,,751730.0
_sanic_2_fest,,,,771140.0
76561198068993707,,,,700330.0
darrens,,,,768110.0
76561198063799933,,,,768310.0
maxstorm100,,,,766810.0
maxstupo,,,,655010.0
Maxtera,,,,767410.0
76561198063209590,,,,610730.0
maxy21,,,,596740.0
76561198044378512,,,,755150.0
76561198284225973,,,,771200.0
76561197974077837,,,,761100.0
13ird9u,,,,763090.0
mayzoo,,,,759980.0
mayaismywife,,,,573110.0
TANTANTAN1,,,,708150.0
joshuacowan23,,,,749540.0
Pregao07,,,,753960.0
mind_fucked,,,,685130.0
76561198122308529,,,,775660.0
Mazda74,,,,747850.0
halback4,,,,454940.0
76561198087930289,,,,750440.0
C9Kfl0m,,,,766600.0
mazzabro,,,,391480.0
MAZZA768,,,,754810.0
Mazzaradi,,,,736340.0
mazzarc,,,,754820.0
76561197967181718,,,,510190.0
mblades,,,,746050.0
MebzAdventures,,,,246920.0
76561198082114970,,,,503920.0
aarenswag,,,,689820.0
sexybabes,,,,470310.0
McLovinOFFICIAL,,,,727460.0
Admiral_Jt,,,,768430.0
MC2001,,,,765620.0
76561198052722673,,,,595630.0
Mcboyo,,,,735250.0
76561198010838876,,,,717990.0
76561198057084977,,,,519860.0
mccarthyyy,,,,748110.0
supercyborgs,,,,544790.0
76561198048401365,,,,667590.0
76561198033710000,,,,240.0
76561198095959526,,,,280.0
76561197960549169,,,,90044.0
McFag,,,,320.0
Gabbu,,,,220.0
76561198106366611,,,,200990.0
76561198043802521,,,,3920.0
mchan628,,,,1500.0
76561198069898690,,,,340.0
76561198032838209,,,,1002.0
maxmonaey,,,,39200.0
assperabass,,,,1200.0
76561198059685385,,,,1610.0
76561198075701459,,,,1600.0
76561198101324330,,,,1900.0
76561198068568385,,,,360.0
76561198081148066,,,,2500.0
76561198105242293,,,,380.0
mcrow5,,,,1300.0
UltimateAlloy,,,,1620.0
McShaggyDog,,,,2810.0
MCTXgaming,,,,2800.0
mcyellowbird,,,,1670.0
76561198059301330,,,,1510.0
spyfire,,,,3010.0
76561198006537800,,,,3410.0
76561197965224231,,,,3450.0
76561198126883516,,,,3460.0
mda7,,,,3430.0
76561198096773297,,,,3350.0
76561198006995218,,,,3420.0
76561198090361008,,,,3440.0
76561198094071895,,,,3380.0
CyranAnn,,,,3400.0
fuer_dre,,,,3340.0
76561198085895722,,,,3360.0
76561198059117528,,,,3390.0
76561198072119751,,,,3330.0
Mealmightyme,,,,3310.0
76561198081013798,,,,3300.0
76561198025505068,,,,2100.0
76561198066639517,,,,3320.0
76561198026502655,,,,752200.0
76561198060867138,,,,491180.0
heroinee,,,,718050.0
Meatman1151,,,,772420.0
76561198035404202,,,,549700.0
76561198066529457,,,,664580.0
Clinkzton,,,,763740.0
76561198089875992,,,,752400.0
76561198023592406,,,,751660.0
76561198026614455,,,,756380.0
disregardwomenacquirecurrency,,,,773170.0
Thattf2medic,,,,698030.0
76561198053681497,,,,775690.0
76561198070942468,,,,768580.0
FixItFox,,,,579130.0
Edgy1,,,,765400.0
mouwen,,,,719590.0
76561198049136422,,,,704470.0
1234576782,,,,513500.0
76561198090878710,,,,745900.0
liv0004,,,,766460.0
76561198040457921,,,,767240.0
medusameows,,,,764110.0
mee999,,,,705860.0
iMeebo,,,,769600.0
Meeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,,,,772450.0
76561198037582443,,,,772190.0
MEENCH,,,,716780.0
76561198069975694,,,,716800.0
Jarface,,,,718250.0
76561198016416386,,,,729640.0
76561198074281507,,,,755540.0
76561198074840098,,,,765180.0
76561198049574468,,,,755830.0
76561198094538311,,,,708070.0
76561198062501582,,,,759900.0
76561198084307939,,,,770520.0
meganoob,,,,737750.0
76561198050051046,,,,524350.0
imcoolbeanz,,,,760300.0
eddygotts,,,,776420.0
suprisinglystupid,,,,763320.0
76561198093561635,,,,766700.0
Megap00pgunner,,,,250440.0
MegascatmanIV,,,,755310.0
themegastro,,,,771070.0
MegaTeamAJ,,,,754350.0
MaarTinxu,,,,754620.0
megaware305,,,,771610.0
76561198075402745,,,,20.0
MeGoring,,,,50.0
76561198063861718,,,,60.0
MeguminUce,,,,10.0
Quick5ilver,,,,65540.0
asdfghzxcvb,,,,40.0
76561198085118664,,,,130.0
boneyboy100,,,,200960.0
AiCeey,,,,90007.0
meikerbr,,,,40990.0
CaptainViggs,,,,259340.0
76561198103242453,,,,30.0
__UW0TM8__,,,,200980.0
76561198086622542,,,,13230.0
76561198052908027,,,,80.0
76561198006840744,,,,775640.0
AmatsuHiruko,,,,777930.0
darkaceftw,,,,775370.0
Melganne,,,,777950.0
76561198067429182,,,,767010.0
76561197970905284,,,,772180.0
76561198072497277,,,,761480.0
nerfdarius,,,,771810.0
tcruisemissile,,,,767590.0
76561198094961153,,,,747320.0
76561198098948103,,,,769330.0
melodiousbird,,,,745400.0
76561198081603674,,,,773640.0
76561198034256633,,,,733530.0
qortmdals003,,,,610660.0
76561198038835768,,,,658870.0
Melonman231,,,,681550.0
MelonMan_,,,,
76561198088217843,,,,
13131424145131312,,,,
76561198074778314,,,,
pandashan,,,,
rc5096,,,,
MrMemeLord2k16,,,,
cjfinegan,,,,
76561198016954579,,,,
76561198063613997,,,,
thomazlol,,,,
ItsItsItsItsItsmememe,,,,
Lockouttaheaven,,,,
76561198091920244,,,,
BobBrushtail,,,,
76561198071991173,,,,
1313Lcf,,,,
76561198079507473,,,,
memoirs_of_a_gamer,,,,
76561198082517757,,,,
76561198061513384,,,,
howtodoto101,,,,
theguywithnobrain,,,,
76561198084762860,,,,
AAAAAAAAlAAAAAAAAAA,,,,
76561198072646570,,,,
76561198063849448,,,,
76561198082479861,,,,
76561198074681434,,,,
76561198021455475,,,,
h00py,,,,
76561198044026724,,,,
76561198090892466,,,,
ShadicTripleSeven,,,,
arashk1996,,,,
76561198074788186,,,,
76561198182135927,,,,
kchun,,,,
PLAYERHELEN,,,,
76561197976038168,,,,
76561198050010766,,,,
Meph--,,,,
76561198050686250,,,,
GreyFrost99,,,,
Lightbekon,,,,
SorryIloveemilia,,,,
akiraadrien,,,,
76561198067788328,,,,
sirasscakes,,,,
Derpypotato,,,,
76561198146431031,,,,
76561198084718065,,,,
mr_vile,,,,
76561198102314474,,,,
696969697,,,,
76561198048747915,,,,
gregith,,,,
nbgmeta,,,,
killergcrx,,,,
metalfist,,,,
76561198048599402,,,,
76561198084179882,,,,
MetalLotus,,,,
76561198076058701,,,,
P06O,,,,
ewqnep112,,,,
metaphorazine,,,,
76561198101026475,,,,
Tradewitmefam,,,,
hkdgjm,,,,
76561198017967501,,,,
Mett6,,,,
TehMev,,,,
jessica96,,,,
76561198048922542,,,,
mewkichan,,,,
76561198085513666,,,,
GoodOlDick,,,,
76561198064936176,,,,
notsaddam,,,,
76561198073447599,,,,
76561198027727883,,,,
MEXIGAM3R,,,,
76561197971152011,,,,
243567890,,,,
mezzamorph,,,,
gaelet,,,,
76561198070183855,,,,
76561198086172174,,,,
76561198158147651,,,,
76561198060420870,,,,
mgmhunt,,,,
mgmnotelareagito,,,,
76561198026714403,,,,
76561198009810784,,,,
76561198070769790,,,,
76561198041823907,,,,
kamehamehalucas,,,,
76561198089401722,,,,
MyKxSoPro,,,,
76561198060798491,,,,
76561198027533076,,,,
AusMikey,,,,
76561198061549635,,,,
76561198171017834,,,,
pixlflames,,,,
sir_nickster,,,,
76561198074946320,,,,
michael7050,,,,
76561198101601949,,,,
76561198087566671,,,,
76561198026725437,,,,
76561198069567009,,,,
76561198074311103,,,,
michie01,,,,
76561197979266263,,,,
miciah,,,,
miguel3939,,,,
76561198070933801,,,,
76561198061208964,,,,
76561198074871696,,,,
76561198030501727,,,,
76561198043911065,,,,
76561198037378212,,,,
IzBallz,,,,
76561198043785879,,,,
76561198144499598,,,,
76561198096210116,,,,
76561198017490785,,,,
76561198081093341,,,,
micky_d,,,,
76561198155627953,,,,
MicMacMoe,,,,
76561198043966627,,,,
76561198065868047,,,,
76561198098447960,,,,
76561198061812704,,,,
76561198047306749,,,,
76561198045268326,,,,
thedinosaur5,,,,
76561198071565979,,,,
76561198070356093,,,,
76561198022160561,,,,
76561198063936923,,,,
m1dday,,,,
Varck,,,,
76561198062232549,,,,
76561198106998900,,,,
MidGolem,,,,
Smithy199,,,,
76561198050681261,,,,
Midiri91,,,,
2390746539217,,,,
76561198126530531,,,,
TrooperTroll,,,,
MidorimaShiniarou,,,,
76561197960277868,,,,
miffa,,,,
Migelino64,,,,
76561198047469493,,,,
76561198044985469,,,,
mijiperki,,,,
76561198082599958,,,,
mik0bellic,,,,
76561198053869992,,,,
Mikaris,,,,
thornreaperxii,,,,
3mike,,,,
76561198047700569,,,,
lohbsy,,,,
segadorsevero,,,,
76561198009008282,,,,
ppetrelli,,,,
76561198078389003,,,,
76561198043802780,,,,
76561198039235160,,,,
MikeGrimmers,,,,
ToothedCube,,,,
76561198090495592,,,,
76561198034862830,,,,
76561198113793286,,,,
76561198088402422,,,,
mikey_one,,,,
KommandantK,,,,
76561198088918807,,,,
76561198074741808,,,,
76561198044517849,,,,
76561198047208255,,,,
miko-chan,,,,
Smokingbullet2,,,,
76561198068257050,,,,
MilesAE,,,,
76561198025049151,,,,
76561198216899196,,,,
76561198065725199,,,,
MILFHUNTERBRAH,,,,
Hagaris,,,,
76561198043156495,,,,
superdodo5,,,,
Zeboz,,,,
milkxama,,,,
76561198081421209,,,,
dffhdfvb,,,,
shakingthingsup,,,,
jkmilky,,,,
bigursa,,,,
76561198013544715,,,,
millarthekillar,,,,
76561198079779339,,,,
76561198158473934,,,,
76561198067651939,,,,
TrueMilli,,,,
76561198086118981,,,,
millionairemethmaker,,,,
76561198050812671,,,,
76561198175247209,,,,
76561197999733698,,,,
76561198081615412,,,,
76561198030572899,,,,
Milzy1997,,,,
iLegithaveCancerNoJk69,,,,
ftaem,,,,
76561198048303696,,,,
mindtnp,,,,
01398279857934,,,,
Minecr4ftDude,,,,
orewadragonlord,,,,
76561198079201480,,,,
SuperHoboLord,,,,
ArrestMe,,,,
76561198056913746,,,,
76561198073778566,,,,
76561198051596654,,,,
76561198081560934,,,,
BagLel,,,,
76561198059279530,,,,
Hardway155,,,,
HarkyPsyqualia,,,,
76561198201815733,,,,
Dotor,,,,
11464789,,,,
76561198191312143,,,,
76561198054820055,,,,
harryhairyarse,,,,
76561198054927960,,,,
76561198136362392,,,,
76561198042106502,,,,
76561198088130903,,,,
6142,,,,
76561198039330239,,,,
154352,,,,
mini_coopa2,,,,
minkang7360,,,,
76561198069131119,,,,
76561198060843008,,,,
76561198067941267,,,,
sock1345,,,,
_kyra,,,,
Peru4life,,,,
mintgreeniceteawithmilk,,,,
Mintlessgaming,,,,
MinTony,,,,
minhtee,,,,
76561198107124331,,,,
LetsGetSilly,,,,
76561198060622421,,,,
minxymommy,,,,
76561198082648425,,,,
76561198059235667,,,,
crackdatdopamine,,,,
cuntfirstordercrap,,,,
arejimo,,,,
Mirstikain,,,,
76561198065204404,,,,
76561198065743933,,,,
76561198076586080,,,,
miscgamingyoutube,,,,
76561198077888594,,,,
misthunter32,,,,
76561198091129768,,,,
SgtMisfit,,,,
76561198062181754,,,,
76561198033444823,,,,
soypilin,,,,
76561198068777262,,,,
KJuke,,,,
76561198082587017,,,,
MissVioletVi,,,,
76561198028102934,,,,
jakemhill,,,,
ansairmist,,,,
76561198142511076,,,,
76561198040252784,,,,
MlixX2,,,,
76561198066197129,,,,
mistarhnoob,,,,
76561198016359317,,,,
76561198090462433,,,,
76561198025496754,,,,
76561198059749148,,,,
Valarin,,,,
76561198091803620,,,,
76561198035148971,,,,
76561198088033811,,,,
Taterz1233,,,,
lobsinus,,,,
76561198108626960,,,,
535346456636,,,,
Mistr_Munchkin,,,,
76561198068529848,,,,
markereiei,,,,
76561198039742603,,,,
76561198050464512,,,,
76561198080286101,,,,
76561198048813790,,,,
76561198067887998,,,,
76561198048230743,,,,
76561198046928224,,,,
completefuckwit,,,,
motchbox,,,,
mitchythom,,,,
76561198044588689,,,,
76561198041081459,,,,
iwannakilmyselfthx,,,,
76561198054568398,,,,
76561198082642169,,,,
mithog,,,,
76561198002975693,,,,
76561198084523951,,,,
yii,,,,
MM832,,,,
76561198049784209,,,,
76561198091751581,,,,
mixadance,,,,
76561198052268633,,,,
BuddyGowut,,,,
chocpin,,,,
76561198074960899,,,,
MizzBoots,,,,
76561198313783282,,,,
mjtothetop,,,,
76561198120690276,,,,
76561198288541775,,,,
themasterofdead,,,,
MKR4Pres,,,,
76561198072399679,,,,
76561198072330051,,,,
76561198093882160,,,,
76561198064261148,,,,
76561198027601501,,,,
76561198055400169,,,,
76561198070789688,,,,
76561198267660492,,,,
IISantaII,,,,
MLGDominatorGaming,,,,
08254669696969696969,,,,
ultraman6969,,,,
76561198044020758,,,,
76561198012263970,,,,
Scolex_the_great,,,,
slayerkingx43,,,,
76561198090169909,,,,
gcmarloko,,,,
76561198081556560,,,,
76561198059783763,,,,
Renzaqukan,,,,
moarsome,,,,
76561198071642666,,,,
MobbaHobba,,,,
76561198093365791,,,,
XMobeZC,,,,
Mobullbo,,,,
76561197966647905,,,,
Portals,,,,
mochajung,,,,
mochalatte1986,,,,
76561198072377637,,,,
76561198064572589,,,,
76561198064199218,,,,
76561198041992677,,,,
76561198059028321,,,,
345675,,,,
76561198062894390,,,,
Mofflang,,,,
mofodox,,,,
76561198068347804,,,,
76561198070479278,,,,
76561198051371875,,,,
76561198084875979,,,,
Mohawkpelican,,,,
Ohlmay,,,,
ForTheWinLegitimance,,,,
76561197964316999,,,,
imdagiver,,,,
burnttoast4444,,,,
76561198090507837,,,,
76561198176703745,,,,
MoistMong,,,,
76561198060422085,,,,
moist_rigby,,,,
76561198059983240,,,,
Moist_Cookie,,,,
MoistCrusader,,,,
76561198085905659,,,,
76561198045303694,,,,
76561198035783611,,,,
76561198089723939,,,,
76561198135993852,,,,
inourmumsbed,,,,
76561198006904799,,,,
76561198108695766,,,,
76561198051658773,,,,
76561198068204563,,,,
76561198050812359,,,,
Sylveonssssss,,,,
76561198038246904,,,,
76561198096595512,,,,
76561198081974000,,,,
76561198132110163,,,,
76561198036825760,,,,
76561198086621015,,,,
rembestogirl,,,,
76561198073086277,,,,
76561198201233959,,,,
JoshuaCini,,,,
76561198083861592,,,,
76561198070709588,,,,
76561198025989885,,,,
76561198051664244,,,,
Mondrow20,,,,
stupidbitchcunt,,,,
dnnclarke66,,,,
76561198044952520,,,,
monga35,,,,
76561198092749531,,,,
Eros13,,,,
76561197964939817,,,,
76561198071542886,,,,
Sacru,,,,
felipetoledoribeiro,,,,
76561198038335264,,,,
76561198002592233,,,,
76561198071879454,,,,
76561198084190431,,,,
CorporalTaylor200,,,,
76561198067789354,,,,
76561198090180844,,,,
76561198053008420,,,,
76561198036180096,,,,
76561198071540898,,,,
komix15,,,,
StarswithinUS,,,,
76561198041790207,,,,
montandalar,,,,
Melissaelenajones,,,,
76561198073307293,,,,
NeuroticSilence,,,,
moocowsmoocows,,,,
wikihow2,,,,
76561198053796134,,,,
76561198079559505,,,,
76561198091741385,,,,
Moomoomang,,,,
opw,,,,
76561198051645324,,,,
cavemanmac,,,,
76561198084027069,,,,
76561198065080939,,,,
tuxedomaskaway,,,,
6592,,,,
Scalerss,,,,
76561198034557549,,,,
76561198096134392,,,,
boognish3,,,,
sexgodturnedtf2noob,,,,
76561198044273603,,,,
mooserodah,,,,
76561198050563088,,,,
76561198069447979,,,,
76561197990623720,,,,
76561198077072857,,,,
76561198061738634,,,,
76561198070732059,,,,
76561197966936422,,,,
mygrandsonnathan,,,,
76561198076317307,,,,
Mordoc23,,,,
morescca,,,,
Obamastar,,,,
76561198090655856,,,,
76561198097614571,,,,
AwakenedViking,,,,
explosiv3,,,,
76561198053556261,,,,
MorphSyzygy,,,,
76561198038136790,,,,
morphman001,,,,
76561198067229346,,,,
arbiter928,,,,
76561198034465295,,,,
965874321,,,,
76561198018733084,,,,
mortalwombat,,,,
76561198029566748,,,,
24862345243,,,,
76561198071578622,,,,
MortoMat,,,,
mortonawsome100,,,,
Mortwolf,,,,
rossico,,,,
76561198069402268,,,,
76561198056590465,,,,
76561198076356646,,,,
0896398616,,,,
76561198076709654,,,,
Jamoa,,,,
michaelthedugong,,,,
76561197967118917,,,,
76561198018807522,,,,
76561198077062769,,,,
76561198064711492,,,,
mrmotisjenkinsIII,,,,
mmorais59,,,,
motopig58,,,,
moula,,,,
76561198167519974,,,,
76561198039853978,,,,
jupitermouse,,,,
76561198045664441,,,,
moiser,,,,
76561198077974055,,,,
76561198048431923,,,,
burningspoke,,,,
mouz1990,,,,
movrex,,,,
Moving_McTarget,,,,
MOV_NICHOLAS,,,,
76561198001593974,,,,
rakhalar,,,,
Moyi2706,,,,
m0ze1R,,,,
76561198045018642,,,,
76561198047629421,,,,
mysterypancake,,,,
76561198100970545,,,,
76561198079783754,,,,
Omni_mark,,,,
76561198041228896,,,,
sam210723,,,,
fsociety_00,,,,
nwilde,,,,
76561198054628777,,,,
76561198064358345,,,,
mrchewy,,,,
76561198046468636,,,,
76561198022570869,,,,
76561198043449077,,,,
76561197972926804,,,,
76561198010253763,,,,
76561198081522112,,,,
76561198058852567,,,,
76561198057631828,,,,
OzMrFox,,,,
76561198063371165,,,,
Mr_Friendly,,,,
76561198061388119,,,,
76561198074035942,,,,
76561198029355664,,,,
mrjeffersontm,,,,
76561198049222314,,,,
WILDCAT192,,,,
76561198066585162,,,,
76561198065420140,,,,
aidanmrmole,,,,
76561198070188197,,,,
Mr_man24890,,,,
76561198002876921,,,,
76561198049721078,,,,
76561198105011167,,,,
76561198062393433,,,,
WhyWontSenpaiNoticeMe,,,,
shadowxephos,,,,
mrnankers,,,,
mouthtoass,,,,
76561198037432873,,,,
Tombuscus,,,,
76561198152329766,,,,
76561197978380686,,,,
76561198030704411,,,,
Ox2009495,,,,
76561198073936181,,,,
76561198048496281,,,,
nuclearpig22,,,,
Kitakats,,,,
moxxi2050,,,,
76561198047465505,,,,
76561198065414275,,,,
76561198084015139,,,,
76561198087108042,,,,
76561198051765419,,,,
76561198059457068,,,,
76561198093133013,,,,
Mr-Sydney,,,,
Kevoz,,,,
meichyll,,,,
76561198064162552,,,,
76561198048494718,,,,
76561198060546291,,,,
Mr_TOFU,,,,
76561198063974199,,,,
76561198056783574,,,,
mrwafflessauce,,,,
FastenedWalnut,,,,
armeda,,,,
76561198046930152,,,,
76561198079137870,,,,
76561198090272909,,,,
MrYeroc,,,,
itsGeeGee,,,,
76561198087020778,,,,
josyco123,,,,
76561198061349880,,,,
wildamn,,,,
76561198175481441,,,,
76561198038210954,,,,
MrPandesal,,,,
oShuffle,,,,
leslam,,,,
76561198063393217,,,,
Sanger2010,,,,
76561198008532637,,,,
76561198181103730,,,,
CDTLEGO,,,,
76561198040646260,,,,
PenguinsOP,,,,
76561198045622845,,,,
76561198075323605,,,,
amritGAMING,,,,
TheYokoTime,,,,
76561198065060865,,,,
ral69,,,,
76561198061868754,,,,
76561198079787848,,,,
t1rath,,,,
76561198095920538,,,,
76561198084036238,,,,
76561197987524206,,,,
76561198042152929,,,,
76561198071964717,,,,
76561198094667834,,,,
76561198081074389,,,,
76561198044805103,,,,
76561198045393803,,,,
76561198049104801,,,,
76561198027073976,,,,
rewfifa,,,,
